,speed,acceleration,angle,predicted
0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0
2,0.0,0.0,0.0,0
3,0.0,0.0,0.0,0
4,0.3454520346690683,0.3454520346690683,-2.34049571613329,0
5,0.3312874844481724,-0.0141645502208959,-3.5562705219447253,1
6,0.3237666001859984,-0.0075208842621739,9.35196097816393,1
7,0.3456433747896792,0.0218767746036808,-5.795167210089488,1
8,0.296501198427599,-0.0491421763620802,-5.063054565697172,1
9,0.3418799677386774,0.0453787693110783,11.024179184341108,1
10,0.3315893089350107,-0.0102906588036666,-9.516040702831134,1
11,0.2899146360499946,-0.0416746728850161,5.401537737491708,1
12,0.2899617299731102,4.709392311563754e-05,0.0005288672379322,1
13,0.2900081163088387,4.638633572845441e-05,0.0001096282421144,1
14,0.3257679520640427,0.0357598357552039,0.7843154835849191,1
15,0.2877160154631627,-0.0380519366008799,6.341576610182983,1
16,0.2621571354989242,-0.0255588799642385,-15.937405597827194,1
17,0.2545301588279846,-0.0076269766709395,7.807430041816787,1
18,0.2545661429668163,3.59841388316573e-05,-0.0007513277830071,1
19,0.262278466710477,0.0077123237436607,-7.80523365538366,1
20,0.2546405977863734,-0.0076378689241036,7.804505144721332,1
21,0.2546706939873514,3.0096200978046998e-05,0.0004036534389229,1
22,0.2623937668543185,0.0077230728669671,-7.803637592142707,1
23,0.2191695650609399,-0.0432242017933786,6.472112745885454,1
24,0.2191878106191121,1.824555817220297e-05,8.250283781308099e-05,1
25,0.2192189456433868,3.113502427470882e-05,-0.0008906281628071,1
26,0.183811662676775,-0.0354072829666118,-1.8434611983677769,1
27,0.2192680395429304,0.0354563768661554,1.8444996197474663,1
28,0.2192966634333505,2.8623890420048648e-05,-0.0002143351130712,1
29,0.2193205517615697,2.3888328219257016e-05,-0.0007081819831284,1
30,0.2193500538522853,2.9502090715505247e-05,0.0014218550377904,1
31,0.1839201292110296,-0.0354299246412556,-1.8449663529893885,1
32,0.1839413742500543,2.124503902467545e-05,-0.0011078594035041,1
33,0.1487832127795308,-0.0351581614705234,-2.7184799786240603,1
34,0.1839793542466099,0.035196141467079,2.719783636740772,1
35,0.1839917178679572,1.2363621347322162e-05,-0.0001168810527474,1
36,0.2163191686836803,0.0323274508157231,11.294138517003148,1
37,0.1840359862418225,-0.0322831824418578,-11.293046020373367,1
38,0.1488586427621837,-0.0351773434796388,-2.7205422427147425,1
39,0.1840709099993862,0.0352122672372025,2.720363101182045,1
40,0.1840936831181287,2.2773118742464016e-05,-0.0003663070314985,1
41,0.1841117839628962,1.8100844767526825e-05,-0.0010016825154366,1
42,0.1841283939021901,1.6609939293837916e-05,0.00112673405809,1
43,0.1443062325230608,-0.0398221613791292,11.291071805001792,1
44,0.1841601735147975,0.0398539409917367,-11.291145581787587,1
45,0.1841818817853716,2.170827057407232e-05,0.0011536346316063,1
46,0.184201385578392,1.950379302048666e-05,-0.0015429023816011,1
47,0.148995839811051,-0.035205545767341,-2.717449745908368,1
